course,race_number,time,html_link
dubbo,1,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-1-1962785-1088126
dubbo,2,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-2-1962787-1088126
dubbo,3,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-3-1962789-1088126
dubbo,4,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-4-1962791-1088126
dubbo,5,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-5-1962795-1088126
dubbo,6,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-6-1962801-1088126
dubbo,7,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-7-1962805-1088126
dubbo,8,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-8-1962810-1088126
dubbo,9,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-9-1962815-1088126
dubbo,10,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-10-1962821-1088126
dubbo,11,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-11-1962826-1088126
dubbo,12,Finished,https://swiftbet.com.au//racing/greyhounds/dubbo/race-12-1962832-1088126
the-meadows,1,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-1-1963600-1088204
the-meadows,2,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-2-1963605-1088204
the-meadows,3,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-3-1963609-1088204
the-meadows,4,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-4-1963612-1088204
the-meadows,5,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-5-1963613-1088204
the-meadows,6,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-6-1963614-1088204
the-meadows,7,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-7-1963616-1088204
the-meadows,8,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-8-1963618-1088204
the-meadows,9,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-9-1963620-1088204
the-meadows,10,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-10-1963622-1088204
the-meadows,11,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-11-1963624-1088204
the-meadows,12,Finished,https://swiftbet.com.au//racing/greyhounds/the-meadows/race-12-1963626-1088204
the-gardens,1,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-1-1963173-1088169
the-gardens,2,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-2-1963175-1088169
the-gardens,3,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-3-1963178-1088169
the-gardens,4,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-4-1963181-1088169
the-gardens,5,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-5-1963185-1088169
the-gardens,6,Finished,https://swiftbet.com.au//racing/greyhounds/the-gardens/race-6-1963189-1088169
