course,race_number,time,html_link
strathalbyn,2,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-2-1962953-1088146
strathalbyn,3,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-3-1962956-1088146
strathalbyn,4,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-4-1962962-1088146
strathalbyn,5,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-5-1962965-1088146
strathalbyn,6,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-6-1962967-1088146
strathalbyn,7,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-7-1962969-1088146
strathalbyn,8,Finished,https://swiftbet.com.au//racing/gallops/strathalbyn/race-8-1962971-1088146
new-plymouth,1,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-1-1961853-1088049
new-plymouth,2,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-2-1961866-1088049
new-plymouth,3,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-3-1961875-1088049
new-plymouth,4,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-4-1961881-1088049
new-plymouth,5,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-5-1961886-1088049
new-plymouth,6,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-6-1961904-1088049
new-plymouth,7,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-7-1961915-1088049
new-plymouth,8,Finished,https://swiftbet.com.au//racing/gallops/new-plymouth/race-8-1961923-1088049
canberra,1,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-1-1962918-1088142
canberra,2,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-2-1962922-1088142
canberra,3,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-3-1962927-1088142
canberra,4,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-4-1962931-1088142
canberra,5,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-5-1962935-1088142
canberra,6,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-6-1962938-1088142
canberra,7,Finished,https://swiftbet.com.au//racing/gallops/canberra/race-7-1962940-1088142
