course,race_number,time,html_link
morphettville,6,2024-12-28 04:56:23,https://swiftbet.com.au//racing/gallops/morphettville/race-6-1962942-1088143
morphettville,7,2024-12-28 05:31:23,https://swiftbet.com.au//racing/gallops/morphettville/race-7-1962943-1088143
morphettville,8,2024-12-28 06:11:23,https://swiftbet.com.au//racing/gallops/morphettville/race-8-1962945-1088143
morphettville,9,2024-12-28 06:59:23,https://swiftbet.com.au//racing/gallops/morphettville/race-9-1962947-1088143
cranbourne,1,2024-12-28 06:15:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-1-1962968-1088147
cranbourne,2,2024-12-28 06:51:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-2-1962970-1088147
cranbourne,3,2024-12-28 07:19:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-3-1962972-1088147
cranbourne,4,2024-12-28 07:54:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-4-1962973-1088147
cranbourne,5,2024-12-28 08:29:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-5-1962974-1088147
cranbourne,6,2024-12-28 09:04:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-6-1962975-1088147
cranbourne,7,2024-12-28 09:39:23,https://swiftbet.com.au//racing/gallops/cranbourne/race-7-1962976-1088147
kerang,1,2024-12-28 01:25:23,https://swiftbet.com.au//racing/gallops/kerang/race-1-1963244-1088178
kerang,2,2024-12-28 02:00:23,https://swiftbet.com.au//racing/gallops/kerang/race-2-1963255-1088178
kerang,3,2024-12-28 02:35:23,https://swiftbet.com.au//racing/gallops/kerang/race-3-1963263-1088178
kerang,4,2024-12-28 03:10:23,https://swiftbet.com.au//racing/gallops/kerang/race-4-1963275-1088178
kerang,5,2024-12-28 03:45:23,https://swiftbet.com.au//racing/gallops/kerang/race-5-1963282-1088178
kerang,6,2024-12-28 04:20:23,https://swiftbet.com.au//racing/gallops/kerang/race-6-1963286-1088178
kerang,7,2024-12-28 05:03:23,https://swiftbet.com.au//racing/gallops/kerang/race-7-1963289-1088178
kerang,8,2024-12-28 05:35:23,https://swiftbet.com.au//racing/gallops/kerang/race-8-1963291-1088178
corowa,1,2024-12-28 03:25:23,https://swiftbet.com.au//racing/gallops/corowa/race-1-1963001-1088151
corowa,2,2024-12-28 04:00:23,https://swiftbet.com.au//racing/gallops/corowa/race-2-1963002-1088151
corowa,3,2024-12-28 04:39:23,https://swiftbet.com.au//racing/gallops/corowa/race-3-1963003-1088151
corowa,4,2024-12-28 05:14:23,https://swiftbet.com.au//racing/gallops/corowa/race-4-1963004-1088151
corowa,5,2024-12-28 05:54:23,https://swiftbet.com.au//racing/gallops/corowa/race-5-1963005-1088151
corowa,6,2024-12-28 06:34:23,https://swiftbet.com.au//racing/gallops/corowa/race-6-1963006-1088151
gilgandra,1,2024-12-28 03:18:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-1-1962909-1088140
gilgandra,2,2024-12-28 03:53:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-2-1962915-1088140
gilgandra,3,2024-12-28 04:30:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-3-1962919-1088140
gilgandra,4,2024-12-28 05:05:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-4-1962923-1088140
gilgandra,5,2024-12-28 05:47:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-5-1962929-1088140
gilgandra,6,2024-12-28 06:27:23,https://swiftbet.com.au//racing/gallops/gilgandra/race-6-1962934-1088140
beaudesert,1,2024-12-28 02:28:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-1-1964143-1088260
beaudesert,2,2024-12-28 03:03:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-2-1964160-1088260
beaudesert,3,2024-12-28 03:38:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-3-1964172-1088260
beaudesert,4,2024-12-28 04:13:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-4-1964185-1088260
beaudesert,5,2024-12-28 04:53:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-5-1964193-1088260
beaudesert,6,2024-12-28 05:28:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-6-1964198-1088260
beaudesert,7,2024-12-28 06:08:23,https://swiftbet.com.au//racing/gallops/beaudesert/race-7-1964204-1088260
cairns,1,2024-12-28 01:18:23,https://swiftbet.com.au//racing/gallops/cairns/race-1-1964135-1088258
cairns,2,2024-12-28 01:48:23,https://swiftbet.com.au//racing/gallops/cairns/race-2-1964146-1088258
cairns,3,2024-12-28 02:23:23,https://swiftbet.com.au//racing/gallops/cairns/race-3-1964157-1088258
cairns,4,2024-12-28 02:56:23,https://swiftbet.com.au//racing/gallops/cairns/race-4-1964164-1088258
cairns,5,2024-12-28 03:31:23,https://swiftbet.com.au//racing/gallops/cairns/race-5-1964170-1088258
cairns,6,2024-12-28 04:06:23,https://swiftbet.com.au//racing/gallops/cairns/race-6-1964177-1088258
cairns,7,2024-12-28 04:46:23,https://swiftbet.com.au//racing/gallops/cairns/race-7-1964183-1088258
cairns,8,2024-12-28 05:21:23,https://swiftbet.com.au//racing/gallops/cairns/race-8-1964189-1088258
cairns,9,2024-12-28 06:03:23,https://swiftbet.com.au//racing/gallops/cairns/race-9-1964195-1088258
cairns,10,2024-12-28 06:43:23,https://swiftbet.com.au//racing/gallops/cairns/race-10-1964201-1088258
darwin,1,2024-12-28 05:09:23,https://swiftbet.com.au//racing/gallops/darwin/race-1-1963194-1088172
darwin,2,2024-12-28 05:45:23,https://swiftbet.com.au//racing/gallops/darwin/race-2-1963198-1088172
darwin,3,2024-12-28 06:25:23,https://swiftbet.com.au//racing/gallops/darwin/race-3-1963203-1088172
darwin,4,2024-12-28 06:57:23,https://swiftbet.com.au//racing/gallops/darwin/race-4-1963205-1088172
darwin,5,2024-12-28 07:34:23,https://swiftbet.com.au//racing/gallops/darwin/race-5-1963211-1088172
kembla-grange,1,2024-12-28 02:59:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-1-1962977-1088148
kembla-grange,2,2024-12-28 03:34:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-2-1962978-1088148
kembla-grange,3,2024-12-28 04:09:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-3-1962979-1088148
kembla-grange,4,2024-12-28 04:49:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-4-1962981-1088148
kembla-grange,5,2024-12-28 05:24:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-5-1962982-1088148
kembla-grange,6,2024-12-28 06:04:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-6-1962984-1088148
kembla-grange,7,2024-12-28 06:44:23,https://swiftbet.com.au//racing/gallops/kembla-grange/race-7-1962986-1088148
toowoomba,1,2024-12-28 07:27:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-1-1964150-1088261
toowoomba,2,2024-12-28 08:05:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-2-1964165-1088261
toowoomba,3,2024-12-28 08:40:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-3-1964173-1088261
toowoomba,4,2024-12-28 09:15:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-4-1964180-1088261
toowoomba,5,2024-12-28 09:50:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-5-1964187-1088261
toowoomba,6,2024-12-28 10:31:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-6-1964196-1088261
toowoomba,7,2024-12-28 11:06:23,https://swiftbet.com.au//racing/gallops/toowoomba/race-7-1964203-1088261
pinjarra,1,2024-12-28 05:07:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-1-1963236-1088177
pinjarra,2,2024-12-28 05:43:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-2-1963238-1088177
pinjarra,3,2024-12-28 06:23:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-3-1963246-1088177
pinjarra,4,2024-12-28 07:03:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-4-1963256-1088177
pinjarra,5,2024-12-28 07:39:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-5-1963269-1088177
pinjarra,6,2024-12-28 08:17:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-6-1963278-1088177
pinjarra,7,2024-12-28 08:52:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-7-1963283-1088177
pinjarra,8,2024-12-28 09:32:23,https://swiftbet.com.au//racing/gallops/pinjarra/race-8-1963287-1088177
phar-lap-raceway,1,2024-12-28 00:31:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-1-1962788-1088127
phar-lap-raceway,2,2024-12-28 01:09:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-2-1962798-1088127
phar-lap-raceway,3,2024-12-28 01:51:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-3-1962806-1088127
phar-lap-raceway,4,2024-12-28 02:26:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-4-1962812-1088127
phar-lap-raceway,5,2024-12-28 03:01:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-5-1962817-1088127
phar-lap-raceway,6,2024-12-28 03:36:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-6-1962828-1088127
phar-lap-raceway,7,2024-12-28 04:11:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-7-1962842-1088127
phar-lap-raceway,8,2024-12-28 04:50:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-8-1962858-1088127
phar-lap-raceway,9,2024-12-28 05:27:23,https://swiftbet.com.au//racing/gallops/phar-lap-raceway/race-9-1962875-1088127
rotorua,1,2024-12-27 23:39:23,https://swiftbet.com.au//racing/gallops/rotorua/race-1-1962980-1088149
rotorua,2,2024-12-28 00:11:23,https://swiftbet.com.au//racing/gallops/rotorua/race-2-1962983-1088149
rotorua,3,2024-12-28 00:47:23,https://swiftbet.com.au//racing/gallops/rotorua/race-3-1962985-1088149
rotorua,4,2024-12-28 01:21:23,https://swiftbet.com.au//racing/gallops/rotorua/race-4-1962987-1088149
rotorua,5,2024-12-28 01:59:23,https://swiftbet.com.au//racing/gallops/rotorua/race-5-1962988-1088149
rotorua,6,2024-12-28 02:34:23,https://swiftbet.com.au//racing/gallops/rotorua/race-6-1962989-1088149
rotorua,7,2024-12-28 03:09:23,https://swiftbet.com.au//racing/gallops/rotorua/race-7-1962990-1088149
rotorua,8,2024-12-28 03:44:23,https://swiftbet.com.au//racing/gallops/rotorua/race-8-1962991-1088149
